Team.Rk,Team,Opponent.Rk,Opponent,Result,Poss,OT,PreWP,Location,W,L,W.Conference,L.Conference,ConferenceGame,Postseason,Year,Day.Date,GameDate,W.Proj,L.Proj,W.ConferenceProj,L.ConferenceProj,Date,GameId,TiersOfJoy
138,Abilene Christian,170,East Tennessee St.,"W, 70-47",71,0,NA,Neutral,1,0,NA,NA,FALSE,Regular,2021,Wed Nov 25,20201125,1,0,0,0,2020-11-25,1,NA
135,Abilene Christian,145,Austin Peay,"W, 80-72",76,0,NA,Neutral,2,0,NA,NA,FALSE,Regular,2021,Fri Nov 27,20201127,2,0,0,0,2020-11-27,119,NA
130,Abilene Christian,215,Nebraska Omaha,"W, 70-58",74,0,NA,Neutral,3,0,NA,NA,FALSE,Regular,2021,Sat Nov 28,20201128,3,0,0,0,2020-11-28,4031,NA
127,Abilene Christian,NA,Howard Payne,"W, 81-51",81,0,NA,Home,4,0,NA,NA,FALSE,Regular,2021,Tue Dec 1,20201201,4,0,0,0,2020-12-01,336,NA
129,Abilene Christian,333,Tarleton St.,"W, 69-48",69,0,NA,Home,5,0,NA,NA,FALSE,Regular,2021,Sat Dec 5,20201205,5,0,0,0,2020-12-05,575,NA
NA,Abilene Christian,5,Texas Tech,"L, 74-58",71,NA,0.07,Away,NA,NA,NA,NA,FALSE,Regular,2021,Wed Dec 9,20201209,5,1,0,0,2020-12-09,657,A
NA,Abilene Christian,NA,McMurry,W,NA,NA,1,Home,NA,NA,NA,NA,FALSE,Regular,2021,Sat Dec 12,20201212,6,1,0,0,2020-12-12,NA,NA
NA,Abilene Christian,NA,Hardin Simmons,W,NA,NA,1,Home,NA,NA,NA,NA,FALSE,Regular,2021,Wed Dec 16,20201216,7,1,0,0,2020-12-16,NA,NA
NA,Abilene Christian,42,Arkansas,"L, 75-64",73,NA,0.15,Away,NA,NA,NA,NA,FALSE,Regular,2021,Tue Dec 22,20201222,7,2,0,0,2020-12-22,1025,A
NA,Abilene Christian,279,Lamar,"W, 74-62",73,NA,0.86,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 2,20210102,8,2,1,0,2021-01-02,1260,NA
NA,Abilene Christian,348,Houston Baptist,"W, 83-66",75,NA,0.93,Away,NA,NA,NA,NA,TRUE,Regular,2021,Wed Jan 6,20210106,9,2,2,0,2021-01-06,1461,NA
NA,Abilene Christian,316,Texas A&M Corpus Chris,"W, 73-64",71,NA,0.8,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 9,20210109,10,2,3,0,2021-01-09,1702,NA
NA,Abilene Christian,332,Southeastern Louisiana,"W, 79-62",74,NA,0.93,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 16,20210116,11,2,4,0,2021-01-16,1910,NA
NA,Abilene Christian,314,Sam Houston St.,"W, 76-66",73,NA,0.8,Away,NA,NA,NA,NA,TRUE,Regular,2021,Wed Jan 20,20210120,12,2,4,1,2021-01-20,2126,NA
NA,Abilene Christian,250,Central Arkansas,"W, 79-68",75,NA,0.84,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 23,20210123,12,3,5,1,2021-01-23,2222,NA
NA,Abilene Christian,151,Stephen F. Austin,"W, 73-68",74,NA,0.66,Home,NA,NA,NA,NA,TRUE,Regular,2021,Wed Jan 27,20210127,13,3,6,1,2021-01-27,2420,NA
NA,Abilene Christian,344,Incarnate Word,"W, 76-61",71,NA,0.9,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 30,20210130,14,3,7,1,2021-01-30,2588,NA
NA,Abilene Christian,279,Lamar,"W, 72-64",73,NA,0.75,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 6,20210206,15,3,7,2,2021-02-06,2909,NA
NA,Abilene Christian,348,Houston Baptist,"W, 85-64",75,NA,0.97,Home,NA,NA,NA,NA,TRUE,Regular,2021,Wed Feb 10,20210210,16,3,8,2,2021-02-10,3034,NA
NA,Abilene Christian,316,Texas A&M Corpus Chris,"W, 75-61",71,NA,0.9,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 13,20210213,17,3,9,2,2021-02-13,3164,NA
NA,Abilene Christian,332,Southeastern Louisiana,"W, 76-64",74,NA,0.86,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 20,20210220,17,4,10,2,2021-02-20,3564,NA
NA,Abilene Christian,314,Sam Houston St.,"W, 78-64",73,NA,0.9,Home,NA,NA,NA,NA,TRUE,Regular,2021,Wed Feb 24,20210224,18,4,11,2,2021-02-24,3654,NA
NA,Abilene Christian,250,Central Arkansas,"W, 77-70",75,NA,0.71,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 27,20210227,19,4,12,2,2021-02-27,3772,NA
NA,Abilene Christian,151,Stephen F. Austin,"W, 71-70",74,NA,0.5,Away,NA,NA,NA,NA,TRUE,Regular,2021,Wed Mar 3,20210303,20,4,12,3,2021-03-03,3936,NA
NA,Abilene Christian,344,Incarnate Word,"W, 78-59",71,NA,0.95,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Mar 6,20210306,20,5,13,3,2021-03-06,3979,NA
227,Air Force,308,Cal St. Northridge,"W, 66-61",65,0,NA,Neutral,1,0,NA,NA,FALSE,Regular,2021,Sat Nov 28,20201128,1,0,0,0,2020-11-28,233,NA
231,Air Force,286,Seattle,"L, 63-45",57,0,NA,Neutral,1,1,NA,NA,FALSE,Regular,2021,Sun Nov 29,20201129,1,1,0,0,2020-11-29,276,NA
258,Air Force,279,Lamar,"W, 59-44",62,0,NA,Home,2,1,NA,NA,FALSE,Regular,2021,Sat Dec 5,20201205,2,1,0,0,2020-12-05,551,NA
NA,Air Force,129,Drake,"L, 69-60",64,NA,0.21,Away,NA,NA,NA,NA,FALSE,Regular,2021,Sun Dec 13,20201213,2,2,0,0,2020-12-13,728,NA
NA,Air Force,119,Nevada,"L, 70-60",66,NA,0.19,Away,NA,NA,NA,NA,TRUE,Regular,2021,Fri Dec 18,20201218,2,3,0,1,2020-12-18,870,B
NA,Air Force,119,Nevada,"L, 70-60",66,NA,0.19,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sun Dec 20,20201220,3,3,0,2,2020-12-20,973,B
NA,Air Force,293,Utah Valley,"W, 67-63",67,NA,0.66,Home,NA,NA,NA,NA,FALSE,Regular,2021,Wed Dec 23,20201223,3,4,0,2,2020-12-23,4246,NA
NA,Air Force,88,Utah St.,"L, 69-61",65,NA,0.23,Home,NA,NA,NA,NA,TRUE,Regular,2021,Thu Dec 31,20201231,3,5,1,2,2020-12-31,1194,NA
NA,Air Force,88,Utah St.,"L, 69-61",65,NA,0.23,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 2,20210102,4,5,1,3,2021-01-02,1261,NA
NA,Air Force,94,Boise St.,"L, 71-60",65,NA,0.14,Away,NA,NA,NA,NA,TRUE,Regular,2021,Wed Jan 6,20210106,4,6,1,4,2021-01-06,1464,B
NA,Air Force,94,Boise St.,"L, 71-60",65,NA,0.14,Away,NA,NA,NA,NA,TRUE,Regular,2021,Fri Jan 8,20210108,4,7,1,5,2021-01-08,1540,B
NA,Air Force,193,Wyoming,"L, 65-64",64,NA,0.49,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 16,20210116,4,8,2,5,2021-01-16,1911,NA
NA,Air Force,193,Wyoming,"L, 65-64",64,NA,0.49,Home,NA,NA,NA,NA,TRUE,Regular,2021,Mon Jan 18,20210118,5,8,2,6,2021-01-18,2069,NA
NA,Air Force,34,San Diego St.,"L, 69-56",63,NA,0.11,Home,NA,NA,NA,NA,TRUE,Regular,2021,Fri Jan 22,20210122,5,9,2,7,2021-01-22,2175,B
NA,Air Force,34,San Diego St.,"L, 69-56",63,NA,0.11,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sun Jan 24,20210124,5,10,2,8,2021-01-24,2356,B
NA,Air Force,263,San Jose St.,"L, 69-67",68,NA,0.45,Away,NA,NA,NA,NA,TRUE,Regular,2021,Thu Jan 28,20210128,6,10,3,8,2021-01-28,2476,NA
NA,Air Force,263,San Jose St.,"L, 69-67",68,NA,0.45,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 30,20210130,6,11,3,9,2021-01-30,2640,NA
NA,Air Force,136,UNLV,"L, 70-61",65,NA,0.22,Away,NA,NA,NA,NA,TRUE,Regular,2021,Fri Feb 5,20210205,6,12,3,10,2021-02-05,2846,NA
NA,Air Force,136,UNLV,"L, 70-61",65,NA,0.22,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sun Feb 7,20210207,7,12,4,10,2021-02-07,2998,NA
NA,Air Force,153,Fresno St.,"L, 64-62",63,NA,0.41,Home,NA,NA,NA,NA,TRUE,Regular,2021,Thu Feb 11,20210211,7,13,4,11,2021-02-11,3068,NA
NA,Air Force,153,Fresno St.,"L, 64-62",63,NA,0.41,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 13,20210213,7,14,4,12,2021-02-13,3165,NA
NA,Air Force,217,New Mexico,"W, 68-67",67,NA,0.54,Home,NA,NA,NA,NA,TRUE,Regular,2021,Mon Feb 22,20210222,8,14,5,12,2021-02-22,3623,NA
NA,Air Force,217,New Mexico,"W, 68-67",67,NA,0.54,Home,NA,NA,NA,NA,TRUE,Regular,2021,Wed Feb 24,20210224,8,15,6,12,2021-02-24,3655,NA
NA,Air Force,120,Colorado St.,"L, 73-63",65,NA,0.19,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 27,20210227,9,15,6,13,2021-02-27,3778,B
NA,Air Force,120,Colorado St.,"L, 73-63",65,NA,0.19,Away,NA,NA,NA,NA,TRUE,Regular,2021,Mon Mar 1,20210301,9,16,6,14,2021-03-01,3898,B
NA,Akron,NA,Cedarville,W,NA,NA,1,Home,NA,NA,NA,NA,FALSE,Regular,2021,Sat Dec 12,20201212,1,0,0,0,2020-12-12,NA,NA
NA,Akron,72,St. Bonaventure,"L, 76-69",71,NA,0.27,Neutral,NA,NA,NA,NA,FALSE,Regular,2021,Tue Dec 15,20201215,1,1,0,0,2020-12-15,4066,B
NA,Akron,164,Kent St.,"L, 73-72",72,NA,0.48,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Dec 19,20201219,2,1,0,1,2020-12-19,922,NA
NA,Akron,121,Ohio,"W, 74-73",73,NA,0.5,Home,NA,NA,NA,NA,TRUE,Regular,2021,Tue Dec 22,20201222,2,2,1,1,2020-12-22,3634,NA
NA,Akron,130,Buffalo,"W, 76-75",75,NA,0.54,Home,NA,NA,NA,NA,TRUE,Regular,2021,Fri Jan 1,20210101,3,2,2,1,2021-01-01,1262,NA
NA,Akron,241,Central Michigan,"W, 81-72",75,NA,0.78,Home,NA,NA,NA,NA,TRUE,Regular,2021,Tue Jan 5,20210105,4,2,2,2,2021-01-05,1438,NA
NA,Akron,167,Eastern Michigan,"L, 72-71",71,NA,0.49,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 9,20210109,4,3,3,2,2021-01-09,1617,NA
NA,Akron,280,Northern Illinois,"W, 72-66",70,NA,0.7,Away,NA,NA,NA,NA,TRUE,Regular,2021,Tue Jan 12,20210112,5,3,3,3,2021-01-12,1771,NA
NA,Akron,101,Toledo,"L, 73-72",71,NA,0.45,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 16,20210116,5,4,4,3,2021-01-16,1912,NA
NA,Akron,162,Bowling Green,"L, 77-76",74,NA,0.47,Away,NA,NA,NA,NA,TRUE,Regular,2021,Tue Jan 19,20210119,6,4,4,4,2021-01-19,2079,NA
NA,Akron,238,Western Michigan,"W, 72-69",72,NA,0.62,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 23,20210123,6,5,5,4,2021-01-23,2350,NA
NA,Akron,167,Eastern Michigan,"W, 73-69",71,NA,0.65,Home,NA,NA,NA,NA,TRUE,Regular,2021,Tue Jan 26,20210126,7,5,6,4,2021-01-26,2402,NA
NA,Akron,139,Ball St.,"W, 73-71",72,NA,0.57,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 30,20210130,8,5,6,5,2021-01-30,2533,NA
NA,Akron,101,Toledo,"L, 75-70",71,NA,0.3,Away,NA,NA,NA,NA,TRUE,Regular,2021,Tue Feb 2,20210202,8,6,7,5,2021-02-02,2731,B
NA,Akron,164,Kent St.,"W, 75-71",72,NA,0.64,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 6,20210206,8,7,7,6,2021-02-06,2856,NA
NA,Akron,121,Ohio,"L, 75-71",73,NA,0.35,Away,NA,NA,NA,NA,TRUE,Regular,2021,Tue Feb 9,20210209,9,7,8,6,2021-02-09,3026,B
NA,Akron,183,Miami OH,"W, 71-70",71,NA,0.52,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 13,20210213,9,8,8,7,2021-02-13,3225,NA
NA,Akron,280,Northern Illinois,"W, 74-64",70,NA,0.82,Home,NA,NA,NA,NA,TRUE,Regular,2021,Tue Feb 16,20210216,10,8,9,7,2021-02-16,3321,NA
NA,Akron,139,Ball St.,"L, 73-70",72,NA,0.41,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 20,20210220,11,8,9,8,2021-02-20,3473,NA
NA,Akron,162,Bowling Green,"W, 78-74",74,NA,0.63,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 27,20210227,11,9,10,8,2021-02-27,3756,NA
NA,Akron,130,Buffalo,"L, 77-74",75,NA,0.37,Away,NA,NA,NA,NA,TRUE,Regular,2021,Tue Mar 2,20210302,12,9,10,9,2021-03-02,3907,NA
NA,Akron,183,Miami OH,"W, 73-68",71,NA,0.68,Home,NA,NA,NA,NA,TRUE,Regular,2021,Fri Mar 5,20210305,12,10,11,9,2021-03-05,3957,NA
46,Alabama,264,Jacksonville St.,"W, 81-57",77,0,NA,Home,1,0,NA,NA,FALSE,Regular,2021,Wed Nov 25,20201125,1,0,0,0,2020-11-25,89,NA
48,Alabama,36,Stanford,"L, 82-64",83,0,NA,Neutral,1,1,NA,NA,FALSE,Regular,2021,Mon Nov 30,20201130,1,1,0,0,2020-11-30,312,A
58,Alabama,136,UNLV,"W, 86-74",74,0,NA,Neutral,2,1,NA,NA,FALSE,Regular,2021,Tue Dec 1,20201201,2,1,0,0,2020-12-01,4107,NA
57,Alabama,67,Providence,"W, 88-71",68,0,NA,Neutral,3,1,NA,NA,FALSE,Regular,2021,Wed Dec 2,20201202,3,1,0,0,2020-12-02,464,B
NA,Alabama,28,Clemson,"L, 74-72",74,NA,0.43,Neutral,NA,NA,NA,NA,FALSE,Regular,2021,Sat Dec 12,20201212,3,2,0,0,2020-12-12,4041,A
NA,Alabama,64,Furman,"W, 79-75",76,NA,0.67,Home,NA,NA,NA,NA,FALSE,Regular,2021,Tue Dec 15,20201215,4,2,0,0,2020-12-15,786,B
NA,Alabama,10,Houston,"L, 76-74",74,NA,0.43,Home,NA,NA,NA,NA,FALSE,Regular,2021,Sat Dec 19,20201219,5,2,0,0,2020-12-19,904,A
NA,Alabama,170,East Tennessee St.,"W, 80-65",75,NA,0.92,Home,NA,NA,NA,NA,FALSE,Regular,2021,Tue Dec 22,20201222,5,3,0,0,2020-12-22,1026,NA
NA,Alabama,45,Mississippi,"W, 75-73",75,NA,0.57,Home,NA,NA,NA,NA,TRUE,Regular,2021,Tue Dec 29,20201229,6,3,1,0,2020-12-29,1128,B
NA,Alabama,19,Tennessee,"L, 77-72",74,NA,0.32,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 2,20210102,6,4,1,1,2021-01-02,1369,A
NA,Alabama,24,Florida,"L, 77-76",76,NA,0.49,Home,NA,NA,NA,NA,TRUE,Regular,2021,Tue Jan 5,20210105,7,4,1,2,2021-01-05,1439,A
NA,Alabama,76,Auburn,"W, 79-77",77,NA,0.58,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 9,20210109,7,5,2,2,2021-01-09,1592,B
NA,Alabama,21,Kentucky,"L, 78-73",76,NA,0.32,Away,NA,NA,NA,NA,TRUE,Regular,2021,Tue Jan 12,20210112,8,5,2,3,2021-01-12,1768,A
NA,Alabama,42,Arkansas,"W, 77-76",76,NA,0.56,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 16,20210116,8,6,3,3,2021-01-16,1913,B
NA,Alabama,39,LSU,"L, 82-79",75,NA,0.39,Away,NA,NA,NA,NA,TRUE,Regular,2021,Tue Jan 19,20210119,9,6,3,4,2021-01-19,2087,A
NA,Alabama,83,Mississippi St.,"W, 78-70",73,NA,0.74,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 23,20210123,9,7,4,4,2021-01-23,2223,NA
NA,Alabama,21,Kentucky,"L, 76-75",76,NA,0.48,Home,NA,NA,NA,NA,TRUE,Regular,2021,Tue Jan 26,20210126,10,7,4,5,2021-01-26,2403,A
NA,Alabama,26,Oklahoma,"L, 81-76",78,NA,0.34,Away,NA,NA,NA,NA,FALSE,Regular,2021,Sat Jan 30,20210130,10,8,4,5,2021-01-30,2626,A
NA,Alabama,39,LSU,"W, 81-80",75,NA,0.55,Home,NA,NA,NA,NA,TRUE,Regular,2021,Wed Feb 3,20210203,11,8,5,5,2021-02-03,2735,B
NA,Alabama,46,Missouri,"L, 77-75",75,NA,0.41,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 6,20210206,11,9,5,6,2021-02-06,2920,A
NA,Alabama,66,South Carolina,"W, 78-77",78,NA,0.53,Away,NA,NA,NA,NA,TRUE,Regular,2021,Tue Feb 9,20210209,12,9,6,6,2021-02-09,3028,B
NA,Alabama,92,Georgia,"W, 84-76",78,NA,0.78,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 13,20210213,13,9,7,6,2021-02-13,3166,NA
NA,Alabama,70,Texas A&M,"W, 74-73",75,NA,0.54,Away,NA,NA,NA,NA,TRUE,Regular,2021,Wed Feb 17,20210217,13,10,7,7,2021-02-17,3363,B
NA,Alabama,128,Vanderbilt,"W, 83-71",77,NA,0.86,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 20,20210220,14,10,8,7,2021-02-20,3467,NA
NA,Alabama,42,Arkansas,"L, 78-75",76,NA,0.4,Away,NA,NA,NA,NA,TRUE,Regular,2021,Wed Feb 24,20210224,14,11,9,7,2021-02-24,3656,A
NA,Alabama,83,Mississippi St.,"W, 75-73",73,NA,0.59,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 27,20210227,15,11,9,8,2021-02-27,3818,B
NA,Alabama,76,Auburn,"W, 81-75",77,NA,0.73,Home,NA,NA,NA,NA,TRUE,Regular,2021,Tue Mar 2,20210302,16,11,10,8,2021-03-02,3904,B
343,Alabama A&M,278,Samford,"W, 78-76",80,0,NA,Away,1,0,NA,NA,FALSE,Regular,2021,Sun Nov 29,20201129,1,0,0,0,2020-11-29,270,NA
NA,Alabama A&M,246,North Alabama,"L, 75-65",73,NA,0.18,Away,NA,NA,NA,NA,FALSE,Regular,2021,Wed Dec 16,20201216,1,1,0,0,2020-12-16,4081,NA
NA,Alabama A&M,211,South Alabama,"L, 73-66",70,NA,0.27,Home,NA,NA,NA,NA,FALSE,Regular,2021,Sat Dec 19,20201219,1,2,0,0,2020-12-19,4141,NA
NA,Alabama A&M,311,Jackson St.,"L, 67-65",72,NA,0.42,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 2,20210102,2,2,0,1,2021-01-02,1263,NA
NA,Alabama A&M,331,Grambling St.,"W, 68-67",73,NA,0.5,Home,NA,NA,NA,NA,TRUE,Regular,2021,Mon Jan 4,20210104,2,3,1,1,2021-01-04,1421,NA
NA,Alabama A&M,357,Mississippi Valley St.,"W, 80-71",78,NA,0.8,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 9,20210109,3,3,2,1,2021-01-09,1652,NA
NA,Alabama A&M,353,Arkansas Pine Bluff,"W, 67-65",72,NA,0.56,Away,NA,NA,NA,NA,TRUE,Regular,2021,Mon Jan 11,20210111,4,3,2,2,2021-01-11,1753,NA
NA,Alabama A&M,350,Alabama St.,"W, 69-64",73,NA,0.68,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 16,20210116,4,4,3,2,2021-01-16,1914,NA
NA,Alabama A&M,266,Southern,"L, 71-67",72,NA,0.35,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 23,20210123,5,4,3,3,2021-01-23,2224,NA
NA,Alabama A&M,339,Alcorn St.,"W, 70-68",73,NA,0.59,Home,NA,NA,NA,NA,TRUE,Regular,2021,Mon Jan 25,20210125,5,5,4,3,2021-01-25,2386,NA
NA,Alabama A&M,312,Prairie View A&M,"L, 70-64",71,NA,0.28,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 30,20210130,6,5,4,4,2021-01-30,2631,NA
NA,Alabama A&M,220,Texas Southern,"L, 76-65",73,NA,0.15,Away,NA,NA,NA,NA,TRUE,Regular,2021,Mon Feb 1,20210201,6,6,4,5,2021-02-01,2710,NA
NA,Alabama A&M,357,Mississippi Valley St.,"W, 82-68",78,NA,0.89,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 6,20210206,7,6,5,5,2021-02-06,2857,NA
NA,Alabama A&M,353,Arkansas Pine Bluff,"W, 69-63",72,NA,0.71,Home,NA,NA,NA,NA,TRUE,Regular,2021,Mon Feb 8,20210208,7,7,6,5,2021-02-08,3002,NA
NA,Alabama A&M,350,Alabama St.,"W, 67-66",73,NA,0.53,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 13,20210213,8,7,6,6,2021-02-13,3167,NA
NA,Alabama A&M,266,Southern,"L, 74-65",72,NA,0.21,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 20,20210220,8,8,7,6,2021-02-20,3565,NA
NA,Alabama A&M,339,Alcorn St.,"L, 70-68",73,NA,0.43,Away,NA,NA,NA,NA,TRUE,Regular,2021,Mon Feb 22,20210222,9,8,7,7,2021-02-22,3624,NA
NA,Alabama A&M,312,Prairie View A&M,"L, 68-66",71,NA,0.43,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 27,20210227,9,9,8,7,2021-02-27,3757,NA
NA,Alabama A&M,220,Texas Southern,"L, 74-67",73,NA,0.27,Home,NA,NA,NA,NA,TRUE,Regular,2021,Mon Mar 1,20210301,9,10,8,8,2021-03-01,3895,NA
NA,Alabama A&M,311,Jackson St.,"L, 70-63",72,NA,0.27,Away,NA,NA,NA,NA,TRUE,Regular,2021,Thu Mar 4,20210304,10,10,8,9,2021-03-04,3944,NA
NA,Alabama A&M,331,Grambling St.,"L, 69-65",73,NA,0.35,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Mar 6,20210306,10,11,8,10,2021-03-06,3985,NA
NA,Alabama St.,331,Grambling St.,"L, 68-65",73,NA,0.4,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 2,20210102,0,1,0,1,2021-01-02,1264,NA
NA,Alabama St.,311,Jackson St.,"L, 68-63",72,NA,0.32,Home,NA,NA,NA,NA,TRUE,Regular,2021,Mon Jan 4,20210104,1,1,1,1,2021-01-04,1422,NA
NA,Alabama St.,353,Arkansas Pine Bluff,"L, 66-65",72,NA,0.45,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 9,20210109,1,2,1,2,2021-01-09,1591,NA
NA,Alabama St.,357,Mississippi Valley St.,"W, 78-72",78,NA,0.71,Away,NA,NA,NA,NA,TRUE,Regular,2021,Mon Jan 11,20210111,2,2,2,2,2021-01-11,1758,NA
NA,Alabama St.,338,Alabama A&M,"L, 69-64",73,NA,0.32,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 16,20210116,2,3,2,3,2021-01-16,1914,NA
NA,Alabama St.,339,Alcorn St.,"L, 69-68",74,NA,0.48,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 23,20210123,3,3,3,3,2021-01-23,2225,NA
NA,Alabama St.,266,Southern,"L, 72-65",72,NA,0.26,Home,NA,NA,NA,NA,TRUE,Regular,2021,Mon Jan 25,20210125,3,4,3,4,2021-01-25,2387,NA
NA,Alabama St.,220,Texas Southern,"L, 77-63",73,NA,0.1,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 30,20210130,3,5,3,5,2021-01-30,2655,NA
NA,Alabama St.,312,Prairie View A&M,"L, 71-62",72,NA,0.19,Away,NA,NA,NA,NA,TRUE,Regular,2021,Mon Feb 1,20210201,3,6,3,6,2021-02-01,2709,NA
NA,Alabama St.,353,Arkansas Pine Bluff,"W, 67-64",72,NA,0.61,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 6,20210206,4,6,4,6,2021-02-06,2858,NA
NA,Alabama St.,357,Mississippi Valley St.,"W, 80-69",78,NA,0.83,Home,NA,NA,NA,NA,TRUE,Regular,2021,Mon Feb 8,20210208,5,6,5,6,2021-02-08,3003,NA
NA,Alabama St.,338,Alabama A&M,"L, 67-66",73,NA,0.47,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 13,20210213,5,7,5,7,2021-02-13,3167,NA
NA,Alabama St.,339,Alcorn St.,"L, 71-66",74,NA,0.32,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 20,20210220,5,8,5,8,2021-02-20,3468,NA
NA,Alabama St.,266,Southern,"L, 75-63",72,NA,0.14,Away,NA,NA,NA,NA,TRUE,Regular,2021,Mon Feb 22,20210222,6,8,6,8,2021-02-22,3630,NA
NA,Alabama St.,220,Texas Southern,"L, 75-65",73,NA,0.19,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Feb 27,20210227,6,9,6,9,2021-02-27,3758,NA
NA,Alabama St.,312,Prairie View A&M,"L, 69-64",72,NA,0.33,Home,NA,NA,NA,NA,TRUE,Regular,2021,Mon Mar 1,20210301,6,10,6,10,2021-03-01,3896,NA
NA,Alabama St.,331,Grambling St.,"L, 70-63",73,NA,0.25,Away,NA,NA,NA,NA,TRUE,Regular,2021,Thu Mar 4,20210304,6,11,6,11,2021-03-04,3943,NA
NA,Alabama St.,311,Jackson St.,"L, 71-61",72,NA,0.19,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Mar 6,20210306,7,11,7,11,2021-03-06,3989,NA
NA,Albany,209,UMBC,"L, 71-68",72,NA,0.42,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Dec 19,20201219,0,1,0,1,2020-12-19,905,NA
NA,Albany,209,UMBC,"L, 71-68",72,NA,0.42,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sun Dec 20,20201220,1,1,1,1,2020-12-20,965,NA
NA,Albany,256,Bryant,"W, 76-75",76,NA,0.5,Home,NA,NA,NA,NA,FALSE,Regular,2021,Wed Dec 23,20201223,1,2,1,1,2020-12-23,1075,NA
NA,Albany,91,Vermont,"L, 76-60",70,NA,0.08,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 2,20210102,1,3,1,2,2021-01-02,1385,B
NA,Albany,91,Vermont,"L, 76-60",70,NA,0.08,Away,NA,NA,NA,NA,TRUE,Regular,2021,Sun Jan 3,20210103,2,4,1,3,2021-01-03,1419,B
NA,Albany,257,Stony Brook,"W, 69-68",73,NA,0.51,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sat Jan 9,20210109,2,4,2,3,2021-01-09,1586,NA
NA,Albany,257,Stony Brook,"W, 69-68",73,NA,0.51,Home,NA,NA,NA,NA,TRUE,Regular,2021,Sun Jan 10,20210110,3,4,2,4,2021-01-10,1727,NA
