"game_id","season","season_type","home_team_name","away_team_name"
"401267508",2021,2,"Oklahoma City","Minnesota"
"401267509",2021,2,"Phoenix","Detroit"
"401267510",2021,2,"LA","Boston"
"401267511",2021,2,"New York","Portland"
"401267512",2021,2,"Sacramento","Denver"
"401267513",2021,2,"Orlando","Chicago"
"401267514",2021,2,"Philadelphia","Brooklyn"
"401267515",2021,2,"New Orleans","Memphis"
"401267516",2021,2,"Atlanta","Toronto"
"401267517",2021,2,"Cleveland","Milwaukee"
"401267518",2021,2,"Houston","San Antonio"
"401267519",2021,2,"Oklahoma City","Minnesota"
"401267520",2021,2,"Dallas","Golden State"
"401267521",2021,2,"Los Angeles","Detroit"
"401267523",2021,2,"Indiana","Utah"
"401267524",2021,2,"New York","Miami"
"401267525",2021,2,"Phoenix","Boston"
"401267526",2021,2,"LA","Sacramento"
"401267527",2021,2,"Charlotte","Houston"
"401267528",2021,2,"Chicago","Washington"
"401267529",2021,2,"Memphis","Toronto"
"401267530",2021,2,"Dallas","Minnesota"
"401267531",2021,2,"San Antonio","Golden State"
"401267532",2021,2,"Phoenix","Cleveland"
"401267533",2021,2,"Denver","Milwaukee"
"401267534",2021,2,"Los Angeles","Oklahoma City"
"401267535",2021,2,"Detroit","Brooklyn"
"401267536",2021,2,"Miami","New York"
"401267537",2021,2,"New Orleans","Houston"
"401267538",2021,2,"San Antonio","Golden State"
"401267539",2021,2,"Utah","Boston"
"401267540",2021,2,"Portland","Orlando"
"401267541",2021,2,"Sacramento","Philadelphia"
"401267542",2021,2,"Washington","Toronto"
"401267543",2021,2,"Brooklyn","Indiana"
"401267544",2021,2,"Dallas","Atlanta"
"401267545",2021,2,"Chicago","New Orleans"
"401267546",2021,2,"Memphis","Charlotte"
"401267547",2021,2,"Minnesota","LA"
"401267548",2021,2,"Denver","Cleveland"
"401267549",2021,2,"Phoenix","Milwaukee"
"401267550",2021,2,"Los Angeles","Oklahoma City"
"401267551",2021,2,"Detroit","Indiana"
"401267552",2021,2,"Houston","Miami"
"401267553",2021,2,"Golden State","Orlando"
"401267554",2021,2,"Portland","Philadelphia"
"401267555",2021,2,"Charlotte","Minnesota"
"401267556",2021,2,"Washington","New York"
"401267557",2021,2,"Atlanta","San Antonio"
"401267558",2021,2,"Boston","Toronto"
"401267559",2021,2,"Dallas","New Orleans"
"401267560",2021,2,"Chicago","LA"
"401267561",2021,2,"Denver","Oklahoma City"
"401267562",2021,2,"Utah","Milwaukee"
"401267563",2021,2,"Los Angeles","Memphis"
"401267564",2021,2,"Portland","Cleveland"
"401267565",2021,2,"Sacramento","Orlando"
"401267566",2021,2,"Phoenix","Philadelphia"
"401267567",2021,2,"Atlanta","Indiana"
"401267568",2021,2,"New York","Houston"
"401267569",2021,2,"Golden State","Brooklyn"
"401267570",2021,2,"Utah","Miami"
"401267571",2021,2,"Dallas","Portland"
"401267572",2021,2,"Boston","Detroit"
"401267573",2021,2,"Toronto","Minnesota"
"401267574",2021,2,"Charlotte","San Antonio"
"401267575",2021,2,"Oklahoma City","Milwaukee"
"401267576",2021,2,"Denver","Los Angeles"
"401267577",2021,2,"Phoenix","Orlando"
"401267578",2021,2,"Sacramento","Memphis"
"401267579",2021,2,"LA","Cleveland"
"401267580",2021,2,"Indiana","Chicago"
"401267581",2021,2,"Washington","Houston"
"401267582",2021,2,"New York","Atlanta"
"401267583",2021,2,"Utah","Philadelphia"
"401267584",2021,2,"Golden State","Cleveland"
"401267585",2021,2,"LA","Miami"
"401267586",2021,2,"Sacramento","Brooklyn"
"401267587",2021,2,"Boston","Denver"
"401267589",2021,2,"Memphis","New Orleans"
"401267590",2021,2,"Milwaukee","Toronto"
"401267591",2021,2,"Minnesota","Los Angeles"
"401267592",2021,2,"Oklahoma City","Portland"
"401267593",2021,2,"Phoenix","Brooklyn"
"401267596",2021,2,"Orlando","New York"
"401267597",2021,2,"Washington","Denver"
"401267598",2021,2,"Boston","Atlanta"
"401267599",2021,2,"Philadelphia","Houston"
"401267600",2021,2,"Minnesota","Indiana"
"401267601",2021,2,"New Orleans","Portland"
"401267603",2021,2,"Golden State","Miami"
"401267604",2021,2,"LA","Utah"
"401267605",2021,2,"Milwaukee","Toronto"
"401267606",2021,2,"Los Angeles","Brooklyn"
"401267607",2021,2,"Sacramento","Miami"
"401267609",2021,2,"Orlando","Golden State"
"401267610",2021,2,"Philadelphia","Chicago"
"401267611",2021,2,"Boston","Atlanta"
"401267612",2021,2,"Memphis","Detroit"
"401267613",2021,2,"Milwaukee","Oklahoma City"
"401267614",2021,2,"Minnesota","Toronto"
"401267615",2021,2,"New Orleans","Phoenix"
"401267617",2021,2,"LA","Utah"
"401267619",2021,2,"Charlotte","Golden State"
"401267620",2021,2,"Chicago","Sacramento"
"401267622",2021,2,"Memphis","Phoenix"
"401267623",2021,2,"Los Angeles","Miami"
"401267624",2021,2,"Portland","Washington"
"401267625",2021,2,"New Orleans","Boston"
"401267626",2021,2,"Cleveland","Oklahoma City"
"401267627",2021,2,"Orlando","Detroit"
