"game_id","season","season_type","home_team_name","away_team_name"
"401266546",NA,NA,NA,NA
"401266553",NA,NA,NA,NA
"401266620",NA,NA,NA,NA
"401266626",NA,NA,NA,NA
"401266689",NA,NA,NA,NA
"401266712",NA,NA,NA,NA
"401266738",NA,NA,NA,NA
"401266740",NA,NA,NA,NA
"401266750",NA,NA,NA,NA
"401266757",NA,NA,NA,NA
"401266774",NA,NA,NA,NA
"401266791",NA,NA,NA,NA
"401266814",NA,NA,NA,NA
"401266881",NA,NA,NA,NA
"401266883",NA,NA,NA,NA
"401266891",NA,NA,NA,NA
"401266945",NA,NA,NA,NA
"401266947",NA,NA,NA,NA
"401266951",NA,NA,NA,NA
"401267147",NA,NA,NA,NA
"401267728",NA,NA,NA,NA
"401268033",NA,NA,NA,NA
"401268062",NA,NA,NA,NA
"401268079",NA,NA,NA,NA
"401268224",NA,NA,NA,NA
"401268588",NA,NA,NA,NA
"401268593",NA,NA,NA,NA
"401268642",NA,NA,NA,NA
"401268836",NA,NA,NA,NA
"401268842",NA,NA,NA,NA
"401268937",NA,NA,NA,NA
"401268940",NA,NA,NA,NA
"401269193",NA,NA,NA,NA
"401269454",NA,NA,NA,NA
"401269640",NA,NA,NA,NA
"401269651",NA,NA,NA,NA
"401269713",NA,NA,NA,NA
"401269716",NA,NA,NA,NA
"401269766",NA,NA,NA,NA
"401269819",NA,NA,NA,NA
"401269820",NA,NA,NA,NA
"401269833",NA,NA,NA,NA
"401270009",NA,NA,NA,NA
"401270114",NA,NA,NA,NA
"401270436",NA,NA,NA,NA
"401270547",NA,NA,NA,NA
"401270628",NA,NA,NA,NA
"401270653",NA,NA,NA,NA
"401271073",NA,NA,NA,NA
"401271133",NA,NA,NA,NA
"401271182",NA,NA,NA,NA
"401271214",NA,NA,NA,NA
"401271353",NA,NA,NA,NA
"401271614",NA,NA,NA,NA
"401273493",NA,NA,NA,NA
"401274704",NA,NA,NA,NA
"401274753",NA,NA,NA,NA
"401275574",NA,NA,NA,NA
"401276033",NA,NA,NA,NA
"401276449",NA,NA,NA,NA
"401276489",NA,NA,NA,NA
